17
843 1986
3 875 485
705 715 866
677 126 700
361 628 644
939 788 469
183 789 765
406 150 310
514 793 772
673 284 462
13 261 26
190 282 709
641 834 881
311 534 5
756 162 520
57 412 222
557 356 749
115 587 620
543 640 488
904 604 915
274 15 607
305 19 1
762 406 817
317 576 450
745 664 764
590 798 288
119 774 344
500 758 754
444 912 80
876 826 60
765 501 273
438 282 880
315 590 304
252 546 442
666 822 769
119 632 433
920 341 397
445 172 430
920 537 956
878 669 126
365 600 73
754 161 688
491 535 103
844 771 959
917 796 815
718 710 18
210 298 87
405 565 486
42 179 270
730 264 6
760 59 10
584 543 333
500 773 794
525 15 377
130 444 977
68 713 29
921 762 757
589 853 651
795 167 830
507 350 407
734 321 650
908 455 949
886 659 988
904 797 60
353 832 20
841 315 195
518 455 823
430 484 513
197 610 358
709 265 211
22 68 273
3 114 786
345 687 455
290 54 780
160 839 142
638 327 685
748 240 993
82 169 23
683 658 446
169 106 474
525 376 470
402 900 40
684 635 756
596 388 758
129 369 645
383 270 240
267 719 58
928 492 579
456 228 266
110 450 536
711 272 192
590 793 665
187 458 520
135 903 204
262 300 335
565 502 545
712 847 385
774 466 636
254 594 813
519 595 776
537 746 7
573 38 946
246 113 907
753 557 157
248 505 533
550 704 983
892 497 345
805 521 105
58 128 430
264 36 913
847 758 424
481 912 990
494 793 936
615 347 197
96 34 844
113 291 529
275 423 305
141 449 172
653 158 392
480 894 234
216 854 120
42 309 921
931 410 175
103 881 202
409 203 729
475 614 74
278 779 434
723 230 399
9 64 712
843 572 354
671 607 308
319 217 95
278 24 658
193 390 996
387 599 670
422 528 606
373 46 685
422 560 85
390 856 715
846 704 835
782 693 72
410 360 504
670 444 453
850 378 956
920 507 552
922 736 951
851 656 839
231 113 581
252 198 259
528 637 779
519 518 444
774 776 442
255 94 339
770 455 477
293 188 6
200 484 667
639 232 387
461 292 742
806 749 549
175 17 789
417 26 772
764 603 190
406 451 919
567 582 572
152 446 947
71 509 107
148 562 510
753 579 102
61 211 662
729 122 60
800 28 842
439 561 561
131 839 250
587 133 431
713 13 407
108 378 85
711 585 738
492 423 890
825 774 787
142 447 822
9 206 183
783 189 578
635 310 500
391 602 535
313 701 741
287 396 913
320 282 713
139 517 60
881 634 94
316 754 232
389 747 481
33 65 607
534 42 219
332 78 810
937 754 678
255 573 787
563 644 960
122 317 395
756 260 233
157 95 898
592 780 535
684 573 939
597 97 2
598 818 936
688 43 196
719 901 365
574 74 951
66 462 931
5 13 74
47 536 598
451 588 993
240 704 355
105 247 1000
920 2 824
373 929 542
763 629 480
204 928 809
742 888 214
380 672 887
276 906 911
227 708 33
127 743 970
378 167 297
194 220 337
312 9 841
740 472 780
761 351 750
233 323 972
343 604 363
372 753 317
835 848 960
368 571 693
203 898 642
387 361 376
381 219 455
726 748 231
80 542 645
286 589 17
69 240 127
65 666 407
411 647 211
145 87 326
13 843 794
530 319 682
801 931 147
420 65 951
506 811 577
372 898 992
208 244 311
5 566 147
572 683 668
904 416 220
279 439 710
837 825 544
263 266 735
778 647 880
184 597 529
937 250 162
42 33 311
441 877 85
692 675 73
851 847 793
709 586 478
729 635 813
188 787 321
290 103 162
616 80 263
484 857 600
773 314 262
668 234 435
294 460 969
389 761 973
194 543 517
820 889 618
640 50 930
259 797 459
264 650 654
579 103 208
845 83 362
74 937 472
227 304 464
511 580 901
851 666 343
280 836 845
563 605 614
535 33 338
711 202 870
672 908 491
343 644 211
382 192 376
674 27 890
130 888 937
722 888 925
289 474 15
675 441 906
573 104 802
743 285 127
857 910 195
909 713 95
537 191 564
161 768 311
369 620 422
782 842 896
709 34 69
10 516 404
730 387 293
143 279 417
758 339 833
551 223 802
753 865 808
48 803 421
499 679 552
883 144 52
22 469 587
672 471 792
575 349 261
896 823 775
657 636 371
192 380 223
289 808 908
475 147 389
13 32 255
235 505 807
273 630 7
654 787 704
407 160 313
710 534 138
745 910 6
60 764 395
114 242 249
203 747 369
547 186 303
207 406 856
249 792 706
790 535 83
166 295 954
63 90 890
783 642 141
655 292 729
314 396 179
16 913 599
751 152 746
652 309 389
379 331 197
504 435 161
488 253 807
145 23 952
218 231 240
838 914 851
752 162 850
282 204 279
613 161 974
891 887 372
889 751 334
785 15 288
667 846 928
94 78 495
245 937 518
241 812 980
819 107 115
334 213 37
404 209 45
635 491 799
781 131 612
181 882 879
847 898 305
763 92 73
21 789 374
157 754 802
165 810 936
353 183 247
828 435 565
88 53 674
759 700 917
44 153 577
292 144 447
8 517 839
543 383 211
336 681 655
335 533 578
22 172 321
175 665 850
310 552 740
188 464 647
273 596 271
766 253 588
725 266 853
868 488 255
14 648 282
286 31 327
256 424 887
142 54 485
912 110 760
37 464 422
185 744 326
234 380 85
521 623 660
542 367 830
753 280 475
33 916 946
523 401 189
325 730 83
382 332 11
140 914 149
710 489 756
329 712 207
292 719 480
482 115 205
41 204 506
23 437 357
240 850 713
172 263 646
619 124 516
134 295 299
33 245 588
517 50 946
392 698 365
694 258 284
132 519 737
568 469 214
134 815 926
916 348 519
219 428 675
690 573 38
585 582 486
939 824 297
406 774 129
921 312 66
866 476 616
181 620 922
367 694 414
136 680 680
733 163 688
51 342 887
137 906 96
58 184 119
240 752 843
456 428 388
674 184 110
801 6 126
543 173 151
5 445 8
841 49 142
212 824 195
638 768 261
388 97 376
262 139 938
479 219 562
417 932 856
400 803 27
819 63 722
760 124 957
689 544 750
901 346 935
913 131 410
312 188 306
561 375 695
269 365 748
94 414 210
156 790 478
845 229 267
922 518 492
170 260 638
550 935 24
438 137 116
586 256 732
38 163 879
743 600 10
51 118 922
329 542 432
175 223 138
8 642 318
371 850 774
82 479 962
247 636 536
362 206 417
901 339 878
936 109 185
278 9 81
152 356 190
67 521 962
170 815 131
431 539 866
280 675 463
215 632 591
915 495 429
766 893 555
501 583 295
146 668 583
254 196 94
879 85 831
699 893 841
850 792 360
741 231 198
913 521 550
227 577 115
501 756 792
157 824 971
623 286 163
242 852 439
535 251 320
477 556 596
354 677 935
868 178 446
359 779 604
541 915 487
280 335 605
196 567 959
729 902 798
214 868 632
503 330 559
744 70 774
510 87 718
493 34 904
518 632 792
310 493 822
456 809 863
627 889 379
434 74 585
310 132 371
546 588 26
170 718 217
899 719 948
508 128 264
165 333 914
905 571 541
823 56 723
269 314 328
352 61 165
19 287 514
922 356 22
635 248 940
59 859 137
693 650 394
683 174 523
125 839 613
528 577 9
391 47 423
586 768 507
831 642 426
921 222 93
470 233 378
270 723 63
870 723 629
559 633 176
639 89 754
166 474 764
110 874 93
709 134 481
537 300 567
221 6 607
596 403 220
106 626 667
696 212 924
453 720 498
797 462 802
860 593 824
118 176 400
617 491 340
50 481 487
787 260 661
720 551 819
14 681 366
807 322 901
658 890 198
59 736 628
856 554 607
769 931 328
669 886 908
63 522 530
589 30 296
704 665 395
643 575 186
702 822 617
204 819 438
311 794 358
441 189 368
353 139 827
716 458 578
66 302 569
434 664 177
10 238 752
313 264 340
436 385 40
524 278 63
420 13 789
637 574 395
535 178 404
937 253 437
438 89 628
464 752 90
335 509 931
157 833 412
460 137 474
1 406 692
468 134 617
63 319 304
375 190 106
65 658 95
485 905 341
429 202 79
530 137 517
547 303 439
334 554 70
86 352 921
155 42 125
184 211 658
165 637 218
773 900 371
851 740 304
718 256 522
882 938 518
52 373 412
533 666 330
16 600 379
301 539 489
107 805 112
367 375 820
423 444 764
659 687 71
171 182 296
34 732 101
72 157 338
890 875 993
917 450 831
634 270 565
655 578 800
398 277 322
930 10 250
30 912 183
123 431 936
171 859 485
937 437 318
535 324 65
818 766 683
159 315 614
601 700 212
595 744 850
879 163 446
444 192 798
419 484 316
352 862 252
566 894 313
228 864 252
909 90 281
168 67 934
53 749 836
728 2 84
347 717 775
61 886 920
163 640 982
913 908 925
527 120 652
637 410 312
113 348 860
168 487 94
747 221 103
585 849 772
886 469 994
490 780 842
795 453 286
885 139 406
468 318 845
44 876 228
199 275 783
819 86 518
528 516 865
377 340 329
477 910 914
367 558 771
489 310 676
774 154 606
600 352 656
244 661 219
223 151 995
126 366 962
586 190 983
544 424 363
612 309 653
829 357 713
846 509 671
637 675 109
789 643 574
250 485 302
132 612 222
737 248 60
402 899 349
519 866 682
318 267 435
660 485 688
757 908 646
481 748 252
374 646 67
931 534 838
683 131 403
385 263 621
191 470 521
711 500 714
708 855 622
802 550 74
335 650 71
237 576 361
806 23 713
492 755 286
502 321 521
374 915 162
708 279 435
177 847 414
632 848 558
193 195 631
179 354 120
708 667 454
64 40 539
228 345 119
473 50 761
411 114 205
350 376 410
192 22 759
161 20 831
420 454 453
198 494 554
838 369 657
205 693 905
816 223 113
808 2 5
147 333 731
62 748 771
206 275 641
868 418 893
14 304 693
587 372 867
54 192 606
491 527 249
856 81 184
711 790 725
282 657 420
805 193 976
223 608 455
36 43 326
857 614 281
606 420 225
460 419 444
865 178 891
435 467 42
255 676 2
672 767 214
690 734 136
245 439 426
195 915 89
540 788 992
414 60 380
274 19 531
137 54 850
438 722 990
359 862 855
81 388 122
692 722 430
487 224 917
46 397 779
672 939 849
763 59 8
327 152 327
298 666 922
85 739 592
57 282 466
500 884 612
382 67 41
762 595 691
606 426 616
435 554 220
51 20 569
289 389 132
430 696 101
716 627 989
370 636 526
857 145 776
765 634 548
530 47 151
816 357 841
635 830 807
121 508 65
252 253 404
287 76 463
926 910 949
888 747 645
686 334 909
203 601 642
877 495 482
820 441 940
188 480 620
466 525 524
214 391 90
23 615 525
716 412 749
27 627 892
465 888 355
746 885 218
586 204 409
178 49 435
446 362 526
479 1 237
14 623 505
253 491 239
907 211 778
17 679 554
780 566 758
35 335 216
629 930 490
757 341 745
835 705 475
846 588 940
348 140 581
405 347 211
681 762 76
740 689 472
509 917 589
785 462 124
905 78 106
516 873 939
250 757 289
704 499 528
439 104 811
251 425 537
484 876 789
543 305 82
396 549 693
175 557 811
685 172 947
731 258 620
536 77 856
359 633 189
708 619 453
451 640 688
576 135 273
920 445 815
254 666 107
124 581 860
159 924 261
419 844 707
362 805 937
884 329 553
698 823 785
249 388 798
256 565 1000
719 40 452
136 824 106
552 722 933
786 78 788
454 112 606
906 326 73
230 775 140
430 41 511
111 329 346
393 752 364
887 337 369
828 938 420
612 530 344
672 868 726
403 552 376
887 661 681
379 10 481
831 686 299
620 373 119
454 632 499
514 259 201
629 700 48
176 747 213
830 265 342
284 177 647
226 534 5
222 925 903
297 314 580
279 256 703
168 186 587
400 54 36
282 651 969
436 214 781
881 80 519
53 585 869
736 831 489
579 563 275
664 803 107
452 141 779
141 7 150
35 502 13
61 639 122
380 873 136
420 345 130
787 760 846
200 86 556
155 262 337
111 464 634
690 74 267
187 59 858
35 620 27
43 86 123
901 854 419
440 149 274
438 69 184
171 532 145
807 299 224
147 145 899
491 37 208
808 664 668
548 37 798
516 584 666
442 548 633
382 370 6
719 125 34
544 534 162
248 842 649
930 393 401
699 770 580
917 695 394
570 835 997
917 911 575
799 96 831
326 800 730
476 77 735
3 52 95
73 820 235
888 109 319
502 290 186
786 703 20
356 904 624
559 817 34
137 756 541
711 358 488
917 824 827
484 351 928
654 49 778
847 764 784
746 103 459
550 389 233
446 433 872
854 827 968
578 913 664
885 389 177
580 597 225
328 353 8
646 495 102
562 823 767
902 304 85
500 475 415
460 295 78
861 181 992
470 755 244
113 235 241
391 853 868
106 131 940
873 874 181
498 682 776
515 226 512
211 869 897
881 859 232
476 781 746
12 300 411
671 55 209
278 771 534
562 142 570
587 825 581
134 551 749
658 883 130
364 4 82
453 51 479
701 896 435
776 273 455
726 856 324
818 15 513
391 85 364
566 153 233
358 374 153
530 689 274
629 634 150
910 732 988
114 123 695
449 91 360
465 805 748
624 569 897
577 648 58
134 574 67
565 137 633
352 538 310
725 389 425
108 343 47
72 538 263
712 274 746
678 294 718
225 455 208
768 262 511
138 23 713
669 698 830
679 546 248
423 404 117
671 643 683
36 694 885
347 154 990
345 225 524
259 366 570
526 699 650
673 395 304
853 472 28
890 354 171
225 938 164
217 424 925
432 331 988
926 448 637
98 817 596
542 26 1
298 798 570
429 766 592
400 41 202
112 56 64
742 333 394
430 5 873
821 337 943
23 526 938
762 840 436
705 404 763
128 694 101
843 318 653
922 863 198
350 48 706
645 262 484
711 651 492
442 174 745
440 747 911
799 342 26
930 687 767
959 1777
63 585 347
107 187 974
735 333 832
739 299 236
89 500 297
643 628 562
360 167 397
89 425 553
716 444 665
472 201 53
649 734 765
905 580 510
852 693 747
831 874 378
652 946 584
256 840 505
471 554 283
879 171 697
855 602 645
452 186 691
50 644 81
461 596 199
719 3 382
257 727 679
175 872 543
487 361 496
144 730 677
73 546 76
735 672 350
53 357 718
718 148 620
215 789 517
118 644 301
756 934 566
487 886 72
529 175 170
891 877 871
220 577 375
181 745 90
601 287 81
409 162 486
99 817 61
24 332 647
283 470 360
684 488 785
717 442 598
629 334 962
350 113 675
935 599 422
244 627 314
20 756 533
835 473 234
470 608 329
387 22 209
893 381 500
411 535 749
836 110 381
475 490 761
316 815 523
291 579 550
306 92 146
315 590 364
422 272 8
107 719 346
518 938 324
211 352 670
415 11 433
102 142 76
864 30 707
192 497 10
654 575 704
67 361 618
383 519 968
233 604 682
153 753 395
179 146 794
890 809 49
108 75 845
183 245 197
361 806 268
755 502 527
459 193 688
305 304 254
226 851 48
533 647 416
263 598 925
756 334 556
376 400 293
655 610 7
198 785 660
927 73 472
73 69 260
839 230 50
396 514 688
219 479 721
579 804 303
911 466 86
488 814 371
480 184 522
698 539 531
735 198 537
547 401 233
292 586 272
70 603 388
441 10 202
169 421 992
553 228 905
698 879 467
486 679 732
293 135 973
398 366 562
947 896 369
246 247 148
238 441 652
244 959 585
584 722 775
306 387 862
728 72 793
249 84 538
125 545 55
501 736 25
663 10 523
284 241 658
674 363 217
662 664 488
91 574 802
470 273 694
165 250 463
913 661 69
819 673 900
133 659 230
555 824 440
287 49 368
466 305 773
151 167 331
530 723 889
567 851 465
661 164 664
561 24 20
396 336 270
746 294 427
725 164 534
199 487 480
330 628 749
250 148 14
156 140 667
324 852 630
885 658 4
285 900 108
529 902 599
268 71 861
456 603 191
847 760 831
713 805 989
134 215 456
616 416 628
722 505 591
620 492 51
634 892 310
47 948 9
448 106 802
518 77 937
493 301 657
234 338 831
673 782 971
333 488 11
559 3 7
788 459 752
384 562 780
243 648 773
645 76 691
673 704 44
161 31 551
439 783 970
423 293 639
508 406 614
377 184 876
573 761 942
616 932 794
834 142 1000
489 282 393
743 348 454
399 305 547
385 863 649
747 642 865
431 677 793
831 575 861
736 327 319
447 753 540
160 554 573
111 431 744
250 190 17
190 266 906
741 528 946
925 599 583
951 607 548
665 82 732
147 636 17
720 792 140
856 779 126
527 214 523
716 276 128
494 379 934
364 457 848
580 425 80
949 217 679
20 744 476
921 795 89
102 633 131
955 880 965
641 83 16
640 173 241
23 587 461
657 282 517
821 822 652
349 712 251
186 689 646
607 168 386
374 306 546
664 70 262
891 504 912
476 639 477
352 159 994
449 470 983
410 461 971
97 636 987
939 417 768
764 396 506
330 31 213
489 719 601
719 858 733
395 462 219
847 759 550
406 635 958
192 65 301
214 366 105
806 83 745
762 386 670
492 462 575
80 62 505
875 623 19
217 712 851
347 225 256
856 729 66
466 450 836
389 856 56
821 551 420
200 17 197
951 749 117
449 364 585
860 241 183
881 842 499
572 124 404
771 615 871
378 225 687
262 399 465
354 547 173
58 396 290
250 669 416
77 931 480
450 20 799
868 54 839
252 488 510
225 699 342
212 34 212
349 528 648
835 107 340
268 260 172
253 442 790
365 244 495
84 703 931
436 834 580
926 494 468
578 313 805
766 5 985
868 759 740
840 741 137
401 347 833
519 4 269
533 67 619
922 293 692
849 655 922
142 396 401
706 861 943
78 648 322
720 863 770
696 712 124
892 279 791
487 338 563
308 99 115
830 336 424
74 67 497
742 569 873
570 350 585
391 438 597
441 207 509
737 484 466
59 221 593
824 650 138
910 347 617
896 465 306
444 713 626
2 38 577
529 48 9
929 167 570
642 148 9
160 512 480
279 741 19
208 686 294
442 818 558
223 698 792
408 659 999
236 88 469
128 22 536
148 917 662
76 865 257
648 235 462
851 393 25
153 542 841
341 640 919
52 397 791
546 859 290
911 384 813
93 362 836
110 826 242
227 366 383
800 470 398
511 61 865
806 128 100
853 874 935
701 787 505
202 311 153
48 667 562
383 279 902
131 231 630
455 30 778
777 341 602
394 715 303
538 477 347
289 311 102
82 132 478
456 445 18
78 205 447
634 38 402
604 664 264
806 529 323
279 433 565
504 170 300
678 664 483
412 734 104
858 566 519
582 287 88
175 794 710
677 73 306
678 450 151
645 240 56
835 530 438
569 489 856
468 625 409
273 526 977
696 75 115
773 163 569
145 149 126
732 283 866
332 884 510
817 551 572
294 465 412
21 616 661
653 583 645
440 603 378
147 121 182
920 300 223
669 904 951
75 486 165
179 477 318
868 800 943
140 755 915
537 605 164
587 586 278
698 716 896
383 928 216
403 563 59
947 942 520
397 138 480
155 5 594
916 790 555
526 380 437
3 535 353
54 180 161
938 612 890
603 809 870
238 39 679
815 5 237
930 774 130
381 798 670
275 261 358
363 46 34
366 250 316
350 116 144
530 893 208
304 163 571
483 445 164
352 926 467
423 97 911
451 771 346
102 689 845
915 35 84
873 194 74
534 402 671
164 323 211
742 804 430
470 86 517
332 885 459
184 335 914
18 32 887
450 82 867
699 163 314
137 646 384
543 897 205
691 236 345
534 806 967
762 614 368
676 697 361
126 276 473
541 876 769
411 10 996
594 867 795
35 478 379
926 276 415
877 918 902
46 835 502
507 470 691
646 142 758
225 601 376
655 21 540
643 617 758
617 290 104
612 637 635
245 506 1
311 84 934
871 123 895
344 310 149
543 576 556
231 775 603
484 235 932
54 895 467
494 54 959
164 26 974
163 57 952
903 627 950
659 423 298
951 829 521
410 840 528
31 614 565
463 745 309
75 781 767
38 158 722
698 696 770
181 192 299
102 431 93
347 809 977
754 517 223
659 693 559
791 459 15
655 346 743
751 323 493
496 917 773
834 638 577
874 90 201
396 160 785
546 624 301
903 324 877
365 102 148
235 404 623
94 105 224
586 527 775
67 69 634
712 338 897
780 221 499
753 57 921
4 474 38
274 314 902
174 922 615
202 553 612
99 241 959
762 53 837
660 396 123
228 528 91
541 149 831
602 793 764
279 659 739
272 118 434
935 667 140
327 700 69
941 713 831
247 743 264
352 476 747
156 50 927
903 912 758
793 842 992
21 866 686
690 846 968
809 841 350
527 406 960
176 342 401
309 602 975
107 257 957
556 706 786
722 927 724
756 397 652
148 215 649
227 479 419
266 808 988
625 302 539
576 399 690
889 443 130
54 483 441
516 679 132
887 373 87
726 357 875
318 21 399
652 104 242
70 90 953
127 897 775
254 749 970
545 277 890
799 903 687
21 375 739
489 138 398
517 313 9
563 531 249
274 25 116
746 191 148
325 949 857
84 768 12
862 603 462
851 523 99
172 819 770
361 196 501
599 64 804
356 557 750
786 544 349
249 360 256
143 827 562
710 649 244
565 164 622
400 701 990
489 238 25
738 308 601
21 180 525
548 688 543
713 100 975
34 10 352
400 685 495
686 129 85
139 298 866
148 467 263
578 831 536
647 547 409
710 6 704
770 144 15
433 625 464
493 381 409
52 221 478
335 584 359
222 896 104
543 519 758
319 259 96
839 375 275
283 19 296
701 944 691
280 467 975
598 697 921
325 787 96
188 616 210
215 259 146
800 735 937
862 171 80
769 454 568
365 670 674
796 648 883
612 382 993
386 794 734
13 831 891
793 12 206
635 470 749
15 4 138
856 647 839
681 578 808
149 443 304
366 239 828
587 332 618
502 730 368
542 209 399
312 868 600
64 67 374
530 119 539
169 842 343
936 692 168
220 510 278
916 758 29
297 618 880
366 21 210
614 501 846
237 891 820
183 555 537
600 699 778
355 754 463
606 737 153
825 294 768
695 536 185
534 395 188
651 512 87
252 188 250
60 852 468
590 544 478
69 381 927
901 878 323
304 768 811
787 922 270
420 177 623
853 480 543
572 233 282
382 9 780
49 477 801
954 529 429
139 242 798
856 157 514
618 143 13
767 757 293
18 455 661
648 919 48
431 75 843
251 669 888
841 172 647
505 23 292
12 77 862
260 669 539
151 139 678
211 920 238
73 319 572
789 251 574
281 873 527
938 94 252
650 416 147
516 581 461
630 722 479
254 127 90
801 845 950
687 185 794
791 244 64
829 438 530
627 15 531
613 381 123
810 892 137
82 44 63
391 677 881
561 833 775
141 368 845
645 488 763
315 288 515
952 188 685
718 162 516
79 401 398
269 504 833
146 657 917
676 567 885
240 891 839
324 66 379
511 389 855
607 458 465
541 844 324
196 385 297
681 159 479
722 790 567
329 563 864
716 452 790
258 451 206
849 895 58
928 819 655
100 74 620
815 23 121
908 370 187
395 274 878
597 702 676
705 98 603
897 445 628
86 432 703
259 27 770
363 958 836
612 128 522
160 677 57
327 222 97
151 508 175
453 201 857
28 524 726
616 442 236
666 363 173
571 214 198
404 801 326
706 102 823
187 551 458
854 185 825
60 614 577
959 752 566
82 317 100
283 234 568
807 628 421
884 550 623
801 874 997
698 383 914
529 368 567
322 740 459
646 433 909
880 664 755
624 501 399
873 48 211
746 5 845
948 640 464
273 404 253
889 499 27
559 67 942
98 55 378
939 319 944
569 372 862
158 511 794
682 444 133
851 249 253
226 181 162
82 314 250
253 296 673
233 244 563
363 210 988
65 570 907
647 618 516
230 438 66
767 268 759
959 101 210
153 37 743
682 235 357
387 242 78
709 889 315
760 619 375
844 348 895
511 443 771
381 734 620
902 882 525
844 364 46
536 786 22
410 252 6
824 904 330
667 555 563
276 589 385
350 191 141
273 738 973
594 602 50
679 610 230
648 26 614
919 126 948
186 833 749
615 102 854
510 233 921
345 66 489
377 739 767
617 427 893
914 282 955
815 352 487
334 92 386
928 138 55
495 939 777
511 24 766
335 3 448
800 626 749
212 149 663
842 575 537
467 334 305
854 755 490
319 331 481
826 531 94
68 483 814
111 308 179
241 388 879
494 542 512
824 787 608
337 680 818
498 199 87
186 467 210
84 15 831
812 677 80
906 658 817
712 89 641
496 412 539
477 569 605
279 511 85
555 513 66
282 500 141
364 287 585
456 762 933
830 776 867
469 69 499
676 23 770
344 948 150
789 96 364
406 770 742
528 370 593
342 140 440
700 927 711
851 886 992
659 132 185
30 954 132
836 575 871
238 302 243
384 206 426
243 933 744
445 690 462
104 34 913
751 919 436
475 112 747
746 845 272
445 405 781
616 386 164
799 743 348
895 83 428
596 268 423
439 600 487
643 58 549
27 541 142
18 146 192
219 909 129
156 813 391
299 768 188
772 907 383
579 633 263
709 928 631
538 822 972
468 695 756
116 684 247
441 53 210
409 278 10
96 695 722
375 568 197
860 97 964
259 865 500
541 182 216
394 786 1000
472 21 341
11 635 699
884 196 609
213 767 339
903 398 805
618 579 817
135 323 409
300 815 55
625 291 981
614 799 692
688 572 36
627 31 776
284 213 770
430 775 757
525 386 202
549 648 730
322 909 834
734 174 166
887 742 116
551 130 562
464 917 866
867 188 520
623 943 594
902 403 186
3 223 391
649 588 429
750 244 200
118 349 99
81 473 827
769 175 82
187 155 586
357 99 161
59 189 243
191 955 836
485 373 171
483 303 338
899 482 20
53 552 628
176 533 505
437 32 682
511 141 45
452 514 654
162 571 675
122 323 717
387 699 652
901 489 887
156 374 756
670 146 700
742 375 68
386 184 888
1 67 451
907 764 525
438 195 575
17 68 770
636 544 19
241 70 275
638 493 423
163 53 915
932 413 335
669 378 225
214 737 905
53 9 529
738 444 181
184 439 947
563 307 547
120 495 793
245 90 210
563 598 70
467 22 2
566 201 658
167 942 648
39 5 50
654 35 243
861 184 887
599 89 235
452 569 451
3 818 530
412 539 259
145 588 661
432 272 728
23 51 43
573 598 495
646 764 441
638 886 542
518 482 208
676 812 859
911 811 385
290 926 390
490 189 352
301 453 31
369 52 55
71 937 359
233 821 427
104 898 615
442 458 290
920 439 251
409 347 686
244 750 165
131 407 774
600 255 659
863 794 324
403 175 812
537 177 759
76 382 227
12 164 656
338 519 27
614 548 455
250 404 426
567 261 738
396 738 718
106 820 555
821 38 413
865 455 679
726 587 223
188 51 680
285 516 593
768 97 251
743 365 750
477 554 57
198 6 646
715 255 443
86 25 561
277 216 30
6 861 565
375 479 901
275 213 632
183 610 780
71 134 643
848 408 911
890 736 27
245 750 471
723 23 568
914 425 319
630 113 981
323 231 449
133 883 185
274 711 489
952 455 861
720 86 845
708 75 272
785 62 206
724 75 76
410 54 598
883 843 942
494 339 325
948 99 638
380 828 536
933 71 979
532 458 728
583 202 521
105 447 226
92 347 490
271 795 320
476 659 532
80 342 701
901 671 47
245 439 925
367 617 910
562 906 384
18 800 156
112 273 373
324 929 800
771 338 412
736 299 65
747 362 484
517 98 847
80 477 310
175 683 619
393 395 764
235 586 24
240 166 416
54 329 307
73 364 694
424 901 976
495 287 555
666 282 245
199 296 158
310 346 357
882 30 815
716 437 601
404 273 594
952 113 411
750 406 554
702 14 956
167 145 30
649 817 521
790 303 713
72 797 645
14 664 325
363 895 246
429 333 531
184 481 601
516 903 886
866 811 725
519 194 936
588 798 281
292 355 690
150 789 875
810 782 555
207 38 552
367 188 665
297 477 624
252 703 470
492 272 905
487 657 235
333 329 848
242 810 909
302 125 875
158 404 876
740 445 358
303 743 928
433 426 580
464 346 578
651 132 845
441 645 301
595 146 432
335 769 422
493 346 567
285 731 747
367 589 200
357 773 826
754 454 327
270 274 17
807 365 396
767 706 126
191 871 817
235 42 942
542 414 225
135 544 90
179 592 108
269 375 403
116 538 711
163 802 406
866 264 441
764 177 566
301 583 295
915 44 366
906 855 304
170 506 821
142 254 842
524 598 228
444 14 630
799 295 13
336 796 923
756 286 484
298 266 175
683 66 719
335 594 986
623 879 746
142 367 662
706 6 662
455 860 964
179 534 429
652 575 268
881 408 805
803 350 283
370 711 84
113 372 544
254 275 572
527 412 269
813 65 318
120 908 143
685 720 309
880 413 461
791 862 750
125 333 765
476 582 596
358 804 292
101 227 351
801 550 559
497 612 680
538 70 370
586 27 649
118 427 893
665 2 697
385 143 175
214 884 652
834 118 787
844 164 133
378 219 28
198 271 978
87 802 243
713 797 29
426 64 320
6 112 540
731 127 391
794 749 588
404 645 308
528 593 696
188 377 458
174 386 590
231 956 974
605 53 370
486 297 193
589 212 235
275 895 859
707 860 78
340 663 730
20 323 263
70 724 290
879 876 181
804 231 806
488 952 975
932 307 313
687 877 493
255 626 96
809 87 503
663 724 799
219 57 382
157 687 662
500 698 942
257 532 245
807 639 376
701 9 533
331 616 536
355 223 617
895 13 889
236 63 374
950 803 566
752 215 788
758 716 680
654 197 186
419 804 653
301 159 984
603 72 373
181 354 743
495 209 240
349 86 130
755 114 163
87 809 939
596 108 848
117 300 766
599 433 860
297 180 37
525 703 677
595 377 351
486 19 897
768 132 549
729 730 516
830 95 13
847 75 244
796 660 176
892 467 410
31 334 577
519 939 763
925 365 789
598 786 586
593 88 635
625 374 828
208 103 298
493 926 204
707 936 592
616 370 343
698 303 307
471 185 253
351 578 723
239 67 310
100 7 15
210 500 893
507 305 354
590 19 309
773 848 374
720 590 386
601 567 333
703 243 653
559 319 687
843 577 730
735 646 982
560 110 604
581 651 893
210 694 478
152 655 542
777 77 638
560 348 568
39 442 610
13 593 844
883 937 89
891 594 319
75 947 795
880 911 970
388 258 237
691 69 165
365 818 540
290 214 16
898 191 531
955 358 582
915 297 714
462 787 203
288 451 746
322 809 968
558 409 827
176 196 453
494 946 491
264 453 350
505 797 928
954 934 956
443 397 664
330 702 429
518 810 480
547 185 876
847 645 467
910 399 135
642 865 419
598 457 726
620 881 142
575 219 415
204 408 457
583 53 454
327 632 303
539 832 175
688 141 69
169 881 588
597 836 153
425 20 648
886 491 449
292 405 815
606 856 786
61 455 64
381 588 796
446 657 206
323 918 855
640 861 683
715 946 3
736 212 821
485 671 738
319 496 747
905 224 15
598 420 313
452 227 911
135 190 146
790 633 181
786 937 99
580 401 693
110 362 298
287 893 750
97 213 581
895 13 270
413 918 109
767 601 628
21 668 599
249 62 405
61 632 89
4 919 626
892 326 924
881 453 657
127 500 461
904 84 7
800 40 136
473 229 512
801 206 217
580 524 922
908 577 82
376 776 13
756 861 268
586 100 205
938 514 835
790 717 65
